-20, 10, 50.275110648162226
-21.274100877003256, 11.5762352109502, 49.462262577427644
-22.538440239250818, 13.160307552054022, 48.6358324610948
-23.79231956620085, 14.752671642291594, 47.79511484649591
-25.03404115383014, 16.354532698250683, 46.93934235442923
-26.261902290581347, 17.967041845826355, 46.06767569579299
-27.476383947248486, 19.589650852257446, 45.1791949613738
-28.673413876836957, 21.225171767572853, 44.27288935900372
-29.853720959962978, 22.872801746899558, 43.34763899697502
-31.012653986009685, 24.53552674366916, 42.40220712450981
-32.15035127842412, 26.212850197879227, 41.43521015670701
-33.26101900908631, 27.90819361012438, 40.445099615217075
-34.34222932123211, 29.62244859478063, 39.430145519375806
-35.38971826055112, 31.35749497414227, 38.38837491222887
-36.39734939989559, 33.11597146166669, 37.317540953514396
-37.357609239766695, 34.90073077519778, 36.21507058816562
-38.26127884320212, 36.7147584330075, 35.0779886769025
-39.09703894262697, 38.56101809535064, 33.90281222151753
-39.84566820397003, 40.4441927059907, 32.68546751949713
-40.4890219276621, 42.36579485258433, 31.421046918199018
-40.99076873521314, 44.32896511877754, 30.103674514424934
-41.310806597594194, 46.32938465304972, 28.726240276293673
-41.388214188870265, 48.353021206949364, 27.279886737709933
-41.15676749075352, 50.36367847722907, 25.753346318973346
-40.55070772207652, 52.29362348989526, 24.645702254653106
-39.55282928343211, 54.052791453700245, 24.679441740545926
-38.215251324015824, 55.5707457902457, 26.197895900720635
-36.6301711041822, 56.82995313600269, 27.750195578139813
-34.88369543535163, 57.85568182630196, 30.36945589939033
-33.03599667264454, 58.68675356067484, 32.635256006733115
-31.125388397692138, 59.36172344918682, 32.46371244714534
-29.17523791000367, 59.91280639666739, 31.19025272483314
-27.19904928220944, 60.36199500620896, 29.862485154252607
-25.20643093223487, 60.73183502586737, 28.4728296176157
-23.20217089392995, 61.0325742006687, 27.011740603329187
-21.190418070940446, 61.27839123006155, 25.46694942932691
-19.173448016188686, 61.47714981634437, 23.822173106035518
-17.152886719503716, 61.63551165957758, 22.05505898705801
-15.129891968849476, 61.759118455227956, 20.133428120645
-13.105284733531063, 61.852750488997586, 18.007889401573802
-11.079644164585446, 61.920462087726726, 15.595294236588627
-9.053376234441194, 61.96569587454932, 12.73351058940455
-7.026763317992144, 61.991378423084434, 9.00395836378645
-5, 62, 0
15, 62, 0
endData
20
62.83
50
-20, 10, -55, 53, -45, 62, -5, 62
